case,beta,c,gamma,t,S,I,R
recovery_slow,0.05,10.0,0.15,9.588824529118963,594,275,131
recovery_slow,0.05,10.0,0.15,9.60701329873142,594,274,132
recovery_slow,0.05,10.0,0.15,9.61428652065201,593,275,132
recovery_slow,0.05,10.0,0.15,9.617255301334469,592,276,132
recovery_slow,0.05,10.0,0.15,9.619427758309623,591,277,132
recovery_slow,0.05,10.0,0.15,9.62676477895489,590,278,132
recovery_slow,0.05,10.0,0.15,9.628056602547504,589,279,132
recovery_slow,0.05,10.0,0.15,9.632430553995015,589,278,133
recovery_slow,0.05,10.0,0.15,9.644301493504488,589,277,134
recovery_slow,0.05,10.0,0.15,9.644411691380107,588,278,134
recovery_slow,0.05,10.0,0.15,9.64780041429029,588,277,135
recovery_slow,0.05,10.0,0.15,9.652313563189992,587,278,135
recovery_slow,0.05,10.0,0.15,9.664848060841246,587,277,136
recovery_slow,0.05,10.0,0.15,9.680271326088047,586,278,136
recovery_slow,0.05,10.0,0.15,9.682282504817502,585,279,136
recovery_slow,0.05,10.0,0.15,9.686581908085818,585,278,137
recovery_slow,0.05,10.0,0.15,9.687947312815153,585,277,138
recovery_slow,0.05,10.0,0.15,9.690886846598037,584,278,138
recovery_slow,0.05,10.0,0.15,9.716106329978025,584,277,139
recovery_slow,0.05,10.0,0.15,9.717084349449404,583,278,139
recovery_slow,0.05,10.0,0.15,9.721127864875893,582,279,139
recovery_slow,0.05,10.0,0.15,9.724118408544266,581,280,139
recovery_slow,0.05,10.0,0.15,9.727419324075349,580,281,139
recovery_slow,0.05,10.0,0.15,9.741372916712816,579,282,139
recovery_slow,0.05,10.0,0.15,9.745454354186876,579,281,140
recovery_slow,0.05,10.0,0.15,9.758435051506899,579,280,141
recovery_slow,0.05,10.0,0.15,9.763147348180912,578,281,141
recovery_slow,0.05,10.0,0.15,9.764767161405702,578,280,142
recovery_slow,0.05,10.0,0.15,9.766883887238636,577,281,142
recovery_slow,0.05,10.0,0.15,9.770265372847227,576,282,142
recovery_slow,0.05,10.0,0.15,9.792832832652536,576,281,143
recovery_slow,0.05,10.0,0.15,9.804402208206124,576,280,144
recovery_slow,0.05,10.0,0.15,9.812490542216795,576,279,145
recovery_slow,0.05,10.0,0.15,9.815906854543964,575,280,145
recovery_slow,0.05,10.0,0.15,9.8252909688573,574,281,145
recovery_slow,0.05,10.0,0.15,9.8314169849274,574,280,146
recovery_slow,0.05,10.0,0.15,9.831571486585737,573,281,146
recovery_slow,0.05,10.0,0.15,9.833222215481955,573,280,147
recovery_slow,0.05,10.0,0.15,9.8509500062509,572,281,147
recovery_slow,0.05,10.0,0.15,9.855263353385391,572,280,148
recovery_slow,0.05,10.0,0.15,9.861172240797147,571,281,148
recovery_slow,0.05,10.0,0.15,9.865587467846144,571,280,149
recovery_slow,0.05,10.0,0.15,9.877285103262524,570,281,149
recovery_slow,0.05,10.0,0.15,9.887091370618979,570,280,150
recovery_slow,0.05,10.0,0.15,9.900049511551327,570,279,151
recovery_slow,0.05,10.0,0.15,9.905062468106795,570,278,152
recovery_slow,0.05,10.0,0.15,9.905790231890943,570,277,153
recovery_slow,0.05,10.0,0.15,9.909534145532318,569,278,153
recovery_slow,0.05,10.0,0.15,9.918273180501675,569,277,154
recovery_slow,0.05,10.0,0.15,9.940600312097043,568,278,154
recovery_slow,0.05,10.0,0.15,9.950780696314533,567,279,154
recovery_slow,0.05,10.0,0.15,9.969785341762664,566,280,154
recovery_slow,0.05,10.0,0.15,10.00081303556521,565,281,154
recovery_slow,0.05,10.0,0.15,10.018304964718237,564,282,154
recovery_slow,0.05,10.0,0.15,10.023357486458753,563,283,154
recovery_slow,0.05,10.0,0.15,10.040198113337857,562,284,154
recovery_slow,0.05,10.0,0.15,10.042968389257506,562,283,155
recovery_slow,0.05,10.0,0.15,10.078097943606132,561,284,155
recovery_slow,0.05,10.0,0.15,10.085479971052925,561,283,156
recovery_slow,0.05,10.0,0.15,10.095109464291074,560,284,156
recovery_slow,0.05,10.0,0.15,10.097359439748349,559,285,156
recovery_slow,0.05,10.0,0.15,10.109718004150011,559,284,157
recovery_slow,0.05,10.0,0.15,10.121294290808557,559,283,158
recovery_slow,0.05,10.0,0.15,10.13836825758583,559,282,159
recovery_slow,0.05,10.0,0.15,10.140158759546177,558,283,159
recovery_slow,0.05,10.0,0.15,10.161567421272917,558,282,160
recovery_slow,0.05,10.0,0.15,10.164697428971198,557,283,160
recovery_slow,0.05,10.0,0.15,10.169105213162096,556,284,160
recovery_slow,0.05,10.0,0.15,10.171997302939843,556,283,161
recovery_slow,0.05,10.0,0.15,10.188251937690028,556,282,162
recovery_slow,0.05,10.0,0.15,10.195462697433387,555,283,162
recovery_slow,0.05,10.0,0.15,10.203033146336123,554,284,162
recovery_slow,0.05,10.0,0.15,10.204058018411756,553,285,162
recovery_slow,0.05,10.0,0.15,10.20577828060527,552,286,162
recovery_slow,0.05,10.0,0.15,10.228308127640723,551,287,162
recovery_slow,0.05,10.0,0.15,10.22879964360294,551,286,163
recovery_slow,0.05,10.0,0.15,10.231724519790335,550,287,163
recovery_slow,0.05,10.0,0.15,10.254895215934363,549,288,163
recovery_slow,0.05,10.0,0.15,10.255599493357552,549,287,164
recovery_slow,0.05,10.0,0.15,10.268900797199366,548,288,164
recovery_slow,0.05,10.0,0.15,10.269224536451445,547,289,164
recovery_slow,0.05,10.0,0.15,10.27445963660383,547,288,165
recovery_slow,0.05,10.0,0.15,10.283448086499492,546,289,165
recovery_slow,0.05,10.0,0.15,10.288743027305234,546,288,166
recovery_slow,0.05,10.0,0.15,10.294581170017793,545,289,166
recovery_slow,0.05,10.0,0.15,10.319228490686726,545,288,167
recovery_slow,0.05,10.0,0.15,10.333966829200065,544,289,167
recovery_slow,0.05,10.0,0.15,10.340330255588587,544,288,168
recovery_slow,0.05,10.0,0.15,10.347458139859357,543,289,168
recovery_slow,0.05,10.0,0.15,10.347849712366173,542,290,168
recovery_slow,0.05,10.0,0.15,10.352536705467406,541,291,168
recovery_slow,0.05,10.0,0.15,10.366167353593278,540,292,168
recovery_slow,0.05,10.0,0.15,10.383820964401746,539,293,168
recovery_slow,0.05,10.0,0.15,10.405616893555028,538,294,168
recovery_slow,0.05,10.0,0.15,10.416289631613903,537,295,168
recovery_slow,0.05,10.0,0.15,10.425316911145343,536,296,168
recovery_slow,0.05,10.0,0.15,10.427815624233807,535,297,168
recovery_slow,0.05,10.0,0.15,10.451375817766616,534,298,168
recovery_slow,0.05,10.0,0.15,10.458531794349867,533,299,168
recovery_slow,0.05,10.0,0.15,10.460337950542572,532,300,168
recovery_slow,0.05,10.0,0.15,10.477324707429215,532,299,169
recovery_slow,0.05,10.0,0.15,10.480749459478835,532,298,170
recovery_slow,0.05,10.0,0.15,10.518321807208448,532,297,171
recovery_slow,0.05,10.0,0.15,10.533317019199039,531,298,171
recovery_slow,0.05,10.0,0.15,10.536151263989895,531,297,172
recovery_slow,0.05,10.0,0.15,10.54642081046894,531,296,173
recovery_slow,0.05,10.0,0.15,10.559090217023982,531,295,174
recovery_slow,0.05,10.0,0.15,10.5604365883276,530,296,174
recovery_slow,0.05,10.0,0.15,10.574129615422216,529,297,174
recovery_slow,0.05,10.0,0.15,10.588535672753467,529,296,175
recovery_slow,0.05,10.0,0.15,10.599379864983966,528,297,175
recovery_slow,0.05,10.0,0.15,10.610036482242247,528,296,176
recovery_slow,0.05,10.0,0.15,10.621806013908763,527,297,176
recovery_slow,0.05,10.0,0.15,10.625965694327302,526,298,176
recovery_slow,0.05,10.0,0.15,10.640143140304303,526,297,177
recovery_slow,0.05,10.0,0.15,10.702705417652908,525,298,177
recovery_slow,0.05,10.0,0.15,10.703246841477533,525,297,178
recovery_slow,0.05,10.0,0.15,10.706388142657557,524,298,178
recovery_slow,0.05,10.0,0.15,10.706581646568376,524,297,179
recovery_slow,0.05,10.0,0.15,10.722075466909095,523,298,179
recovery_slow,0.05,10.0,0.15,10.730382898290843,522,299,179
recovery_slow,0.05,10.0,0.15,10.749299894707002,522,298,180
recovery_slow,0.05,10.0,0.15,10.765150839742528,522,297,181
recovery_slow,0.05,10.0,0.15,10.767416012111566,522,296,182
recovery_slow,0.05,10.0,0.15,10.770360712640798,522,295,183
recovery_slow,0.05,10.0,0.15,10.772468268028218,522,294,184
recovery_slow,0.05,10.0,0.15,10.78781024752891,522,293,185
recovery_slow,0.05,10.0,0.15,10.790446813116324,521,294,185
recovery_slow,0.05,10.0,0.15,10.794795284889382,520,295,185
recovery_slow,0.05,10.0,0.15,10.8104345893876,520,294,186
recovery_slow,0.05,10.0,0.15,10.81163824207549,519,295,186
recovery_slow,0.05,10.0,0.15,10.81549615114926,519,294,187
recovery_slow,0.05,10.0,0.15,10.820677317941549,519,293,188
recovery_slow,0.05,10.0,0.15,10.826818263645292,519,292,189
recovery_slow,0.05,10.0,0.15,10.829058795259552,518,293,189
recovery_slow,0.05,10.0,0.15,10.830726760100502,517,294,189
recovery_slow,0.05,10.0,0.15,10.831046085778143,516,295,189
recovery_slow,0.05,10.0,0.15,10.83133168415146,515,296,189
recovery_slow,0.05,10.0,0.15,10.836465332020008,514,297,189
recovery_slow,0.05,10.0,0.15,10.845507084995685,514,296,190
recovery_slow,0.05,10.0,0.15,10.849732419385575,514,295,191
recovery_slow,0.05,10.0,0.15,10.865851776880195,513,296,191
recovery_slow,0.05,10.0,0.15,10.879194899277536,512,297,191
recovery_slow,0.05,10.0,0.15,10.892291943504768,511,298,191
recovery_slow,0.05,10.0,0.15,10.894252742515985,511,297,192
recovery_slow,0.05,10.0,0.15,10.897968515003104,510,298,192
recovery_slow,0.05,10.0,0.15,10.90847434349164,509,299,192
recovery_slow,0.05,10.0,0.15,10.922527422842343,509,298,193
recovery_slow,0.05,10.0,0.15,10.933705758783177,508,299,193
recovery_slow,0.05,10.0,0.15,10.933774708311418,508,298,194
recovery_slow,0.05,10.0,0.15,10.934585198544806,507,299,194
recovery_slow,0.05,10.0,0.15,10.944945819951133,507,298,195
recovery_slow,0.05,10.0,0.15,10.945810839738137,507,297,196
recovery_slow,0.05,10.0,0.15,10.954379005495781,506,298,196
recovery_slow,0.05,10.0,0.15,10.957576735484444,506,297,197
recovery_slow,0.05,10.0,0.15,10.95836893178416,505,298,197
recovery_slow,0.05,10.0,0.15,10.96617532494915,504,299,197
recovery_slow,0.05,10.0,0.15,10.97195904612586,504,298,198
recovery_slow,0.05,10.0,0.15,10.982509304919041,503,299,198
recovery_slow,0.05,10.0,0.15,10.986274468642453,502,300,198
recovery_slow,0.05,10.0,0.15,10.986535020237529,501,301,198
recovery_slow,0.05,10.0,0.15,10.990499836114566,501,300,199
recovery_slow,0.05,10.0,0.15,11.006549684883833,500,301,199
recovery_slow,0.05,10.0,0.15,11.034700992935155,499,302,199
recovery_slow,0.05,10.0,0.15,11.039987658111164,498,303,199
recovery_slow,0.05,10.0,0.15,11.04208013484518,497,304,199
recovery_slow,0.05,10.0,0.15,11.047704613413075,496,305,199
recovery_slow,0.05,10.0,0.15,11.057733144132017,495,306,199
recovery_slow,0.05,10.0,0.15,11.059302740272438,494,307,199
recovery_slow,0.05,10.0,0.15,11.06659276723172,494,306,200
recovery_slow,0.05,10.0,0.15,11.067478827097117,493,307,200
recovery_slow,0.05,10.0,0.15,11.068405598318883,492,308,200
recovery_slow,0.05,10.0,0.15,11.07270334926898,492,307,201
recovery_slow,0.05,10.0,0.15,11.106559189554106,491,308,201
recovery_slow,0.05,10.0,0.15,11.108570126136575,490,309,201
recovery_slow,0.05,10.0,0.15,11.111964116149906,489,310,201
recovery_slow,0.05,10.0,0.15,11.11803165848741,488,311,201
recovery_slow,0.05,10.0,0.15,11.123328096888732,487,312,201
recovery_slow,0.05,10.0,0.15,11.129876737561853,486,313,201
recovery_slow,0.05,10.0,0.15,11.149251693886047,486,312,202
recovery_slow,0.05,10.0,0.15,11.149858945812001,485,313,202
recovery_slow,0.05,10.0,0.15,11.152590503020155,484,314,202
recovery_slow,0.05,10.0,0.15,11.181620960502274,484,313,203
recovery_slow,0.05,10.0,0.15,11.185507476333628,484,312,204
recovery_slow,0.05,10.0,0.15,11.193580430329298,484,311,205
recovery_slow,0.05,10.0,0.15,11.205323401906321,484,310,206
recovery_slow,0.05,10.0,0.15,11.207828709827032,483,311,206
recovery_slow,0.05,10.0,0.15,11.214907964733142,482,312,206
recovery_slow,0.05,10.0,0.15,11.218916939648935,482,311,207
recovery_slow,0.05,10.0,0.15,11.226332865701469,481,312,207
recovery_slow,0.05,10.0,0.15,11.2437480010044,481,311,208
recovery_slow,0.05,10.0,0.15,11.245195683452142,481,310,209
recovery_slow,0.05,10.0,0.15,11.247640762593251,480,311,209
recovery_slow,0.05,10.0,0.15,11.265110683095925,480,310,210
recovery_slow,0.05,10.0,0.15,11.273051758915043,479,311,210
recovery_slow,0.05,10.0,0.15,11.282908655036886,478,312,210
recovery_slow,0.05,10.0,0.15,11.284929165352857,477,313,210
recovery_slow,0.05,10.0,0.15,11.289329061854826,477,312,211
recovery_slow,0.05,10.0,0.15,11.290096843158226,476,313,211
recovery_slow,0.05,10.0,0.15,11.303326265122141,476,312,212
recovery_slow,0.05,10.0,0.15,11.314206021451044,476,311,213
recovery_slow,0.05,10.0,0.15,11.318451654017444,475,312,213
recovery_slow,0.05,10.0,0.15,11.322025604003647,474,313,213
recovery_slow,0.05,10.0,0.15,11.325508641243161,474,312,214
recovery_slow,0.05,10.0,0.15,11.328339532579339,474,311,215
recovery_slow,0.05,10.0,0.15,11.329060757073858,473,312,215
recovery_slow,0.05,10.0,0.15,11.335686659964555,473,311,216
recovery_slow,0.05,10.0,0.15,11.345219639219717,473,310,217
recovery_slow,0.05,10.0,0.15,11.346720281415877,472,311,217
recovery_slow,0.05,10.0,0.15,11.350656337427568,471,312,217
recovery_slow,0.05,10.0,0.15,11.389601580285571,470,313,217
recovery_slow,0.05,10.0,0.15,11.39608246238841,470,312,218
recovery_slow,0.05,10.0,0.15,11.421924697157237,469,313,218
recovery_slow,0.05,10.0,0.15,11.42876591693889,468,314,218
recovery_slow,0.05,10.0,0.15,11.429616763796222,467,315,218
recovery_slow,0.05,10.0,0.15,11.433883382261337,466,316,218
recovery_slow,0.05,10.0,0.15,11.43459933395734,465,317,218
recovery_slow,0.05,10.0,0.15,11.440438852838763,464,318,218
recovery_slow,0.05,10.0,0.15,11.463319774922233,464,317,219
recovery_slow,0.05,10.0,0.15,11.469573285576095,464,316,220
recovery_slow,0.05,10.0,0.15,11.482527203186692,463,317,220
recovery_slow,0.05,10.0,0.15,11.485083981688952,462,318,220
recovery_slow,0.05,10.0,0.15,11.49961572768925,461,319,220
recovery_slow,0.05,10.0,0.15,11.501804452659997,460,320,220
recovery_slow,0.05,10.0,0.15,11.514046714103628,460,319,221
recovery_slow,0.05,10.0,0.15,11.538741844842889,459,320,221
recovery_slow,0.05,10.0,0.15,11.541475387855915,459,319,222
recovery_slow,0.05,10.0,0.15,11.54990319740152,459,318,223
recovery_slow,0.05,10.0,0.15,11.567906221029045,459,317,224
recovery_slow,0.05,10.0,0.15,11.569662950889755,458,318,224
recovery_slow,0.05,10.0,0.15,11.570933262165301,458,317,225
recovery_slow,0.05,10.0,0.15,11.574454442764416,457,318,225
recovery_slow,0.05,10.0,0.15,11.583778863318365,456,319,225
recovery_slow,0.05,10.0,0.15,11.60532508362617,455,320,225
recovery_slow,0.05,10.0,0.15,11.619170780887359,454,321,225
recovery_slow,0.05,10.0,0.15,11.62437002469795,453,322,225
recovery_slow,0.05,10.0,0.15,11.633010555220343,453,321,226
recovery_slow,0.05,10.0,0.15,11.635310354749809,452,322,226
recovery_slow,0.05,10.0,0.15,11.638105794264925,452,321,227
recovery_slow,0.05,10.0,0.15,11.65197860824173,452,320,228
recovery_slow,0.05,10.0,0.15,11.682521933326548,452,319,229
recovery_slow,0.05,10.0,0.15,11.686994702628667,451,320,229
recovery_slow,0.05,10.0,0.15,11.70296372246333,451,319,230
recovery_slow,0.05,10.0,0.15,11.70717986141294,450,320,230
recovery_slow,0.05,10.0,0.15,11.727254061941569,450,319,231
recovery_slow,0.05,10.0,0.15,11.747998231493714,450,318,232
recovery_slow,0.05,10.0,0.15,11.748488340218296,449,319,232
recovery_slow,0.05,10.0,0.15,11.754216953144596,449,318,233
recovery_slow,0.05,10.0,0.15,11.754664169805606,448,319,233
recovery_slow,0.05,10.0,0.15,11.759969790301962,447,320,233
recovery_slow,0.05,10.0,0.15,11.768798341323677,447,319,234
recovery_slow,0.05,10.0,0.15,11.772695809433479,447,318,235
recovery_slow,0.05,10.0,0.15,11.781443314041466,446,319,235
recovery_slow,0.05,10.0,0.15,11.791101729362804,445,320,235
recovery_slow,0.05,10.0,0.15,11.799700462926769,444,321,235
recovery_slow,0.05,10.0,0.15,11.82146175416085,443,322,235
recovery_slow,0.05,10.0,0.15,11.837572112527278,442,323,235
recovery_slow,0.05,10.0,0.15,11.842883715476502,441,324,235
recovery_slow,0.05,10.0,0.15,11.844057075604717,440,325,235
recovery_slow,0.05,10.0,0.15,11.848162399971564,440,324,236
recovery_slow,0.05,10.0,0.15,11.857643528926975,440,323,237
recovery_slow,0.05,10.0,0.15,11.859868326020578,439,324,237
recovery_slow,0.05,10.0,0.15,11.860421015293843,438,325,237
recovery_slow,0.05,10.0,0.15,11.864498944237784,438,324,238
recovery_slow,0.05,10.0,0.15,11.872907537702737,437,325,238
recovery_slow,0.05,10.0,0.15,11.878187888640833,436,326,238
recovery_slow,0.05,10.0,0.15,11.87853596002966,436,325,239
recovery_slow,0.05,10.0,0.15,11.898083117012495,435,326,239
recovery_slow,0.05,10.0,0.15,11.913025838653798,434,327,239
recovery_slow,0.05,10.0,0.15,11.940186386779052,433,328,239
recovery_slow,0.05,10.0,0.15,11.954343322002295,433,327,240
recovery_slow,0.05,10.0,0.15,11.954528952422258,432,328,240
recovery_slow,0.05,10.0,0.15,11.962964018607975,431,329,240
recovery_slow,0.05,10.0,0.15,11.963459171373657,430,330,240
recovery_slow,0.05,10.0,0.15,11.971769611460035,429,331,240
recovery_slow,0.05,10.0,0.15,11.976469020637689,429,330,241
recovery_slow,0.05,10.0,0.15,11.98179666377305,428,331,241
recovery_slow,0.05,10.0,0.15,12.013743020845615,428,330,242
recovery_slow,0.05,10.0,0.15,12.035606777466931,428,329,243
recovery_slow,0.05,10.0,0.15,12.03956807770179,427,330,243
recovery_slow,0.05,10.0,0.15,12.041302620387476,427,329,244
recovery_slow,0.05,10.0,0.15,12.059721677442987,426,330,244
recovery_slow,0.05,10.0,0.15,12.063335532032635,426,329,245
recovery_slow,0.05,10.0,0.15,12.068954549966744,426,328,246
recovery_slow,0.05,10.0,0.15,12.076076799102216,425,329,246
recovery_slow,0.05,10.0,0.15,12.083385861171404,424,330,246
recovery_slow,0.05,10.0,0.15,12.09504045548258,423,331,246
recovery_slow,0.05,10.0,0.15,12.109520399154075,423,330,247
recovery_slow,0.05,10.0,0.15,12.129931538119125,422,331,247
recovery_slow,0.05,10.0,0.15,12.13101878072553,422,330,248
recovery_slow,0.05,10.0,0.15,12.132343658132594,422,329,249
recovery_slow,0.05,10.0,0.15,12.134574675669295,421,330,249
recovery_slow,0.05,10.0,0.15,12.147397795162984,420,331,249
recovery_slow,0.05,10.0,0.15,12.164435283807647,420,330,250
recovery_slow,0.05,10.0,0.15,12.171173036686671,420,329,251
recovery_slow,0.05,10.0,0.15,12.178409954181138,420,328,252
recovery_slow,0.05,10.0,0.15,12.183548450646736,419,329,252
recovery_slow,0.05,10.0,0.15,12.186761073495575,418,330,252
recovery_slow,0.05,10.0,0.15,12.195210031569903,418,329,253
recovery_slow,0.05,10.0,0.15,12.205258699425444,417,330,253
recovery_slow,0.05,10.0,0.15,12.207080373227019,417,329,254
recovery_slow,0.05,10.0,0.15,12.253938204446111,416,330,254
recovery_slow,0.05,10.0,0.15,12.257200733913347,415,331,254
recovery_slow,0.05,10.0,0.15,12.263260826512164,414,332,254
recovery_slow,0.05,10.0,0.15,12.265487508994973,413,333,254
recovery_slow,0.05,10.0,0.15,12.266082097081231,412,334,254
recovery_slow,0.05,10.0,0.15,12.288825064096994,412,333,255
recovery_slow,0.05,10.0,0.15,12.296294297963374,411,334,255
recovery_slow,0.05,10.0,0.15,12.32693895703778,410,335,255
recovery_slow,0.05,10.0,0.15,12.346225399931463,409,336,255
recovery_slow,0.05,10.0,0.15,12.350950444835398,408,337,255
recovery_slow,0.05,10.0,0.15,12.354807968014658,408,336,256
recovery_slow,0.05,10.0,0.15,12.373234619924546,407,337,256
recovery_slow,0.05,10.0,0.15,12.375880466302355,406,338,256
recovery_slow,0.05,10.0,0.15,12.377365131625064,406,337,257
recovery_slow,0.05,10.0,0.15,12.382391048730321,405,338,257
recovery_slow,0.05,10.0,0.15,12.406276741217674,405,337,258
recovery_slow,0.05,10.0,0.15,12.42418948280908,404,338,258
recovery_slow,0.05,10.0,0.15,12.45648872899182,403,339,258
recovery_slow,0.05,10.0,0.15,12.458427223182335,402,340,258
recovery_slow,0.05,10.0,0.15,12.463616023415307,402,339,259
recovery_slow,0.05,10.0,0.15,12.4863757990734,402,338,260
recovery_slow,0.05,10.0,0.15,12.494505269560875,401,339,260
recovery_slow,0.05,10.0,0.15,12.497907888068202,400,340,260
recovery_slow,0.05,10.0,0.15,12.53346634056174,400,339,261
recovery_slow,0.05,10.0,0.15,12.536318407433134,399,340,261
recovery_slow,0.05,10.0,0.15,12.536694723201107,398,341,261
recovery_slow,0.05,10.0,0.15,12.54782393364314,397,342,261
recovery_slow,0.05,10.0,0.15,12.549548194034045,397,341,262
recovery_slow,0.05,10.0,0.15,12.551521698725029,397,340,263
recovery_slow,0.05,10.0,0.15,12.562666624048381,396,341,263
recovery_slow,0.05,10.0,0.15,12.56955271821211,396,340,264
recovery_slow,0.05,10.0,0.15,12.574840286183122,395,341,264
recovery_slow,0.05,10.0,0.15,12.574978516752543,395,340,265
recovery_slow,0.05,10.0,0.15,12.58211335388788,395,339,266
recovery_slow,0.05,10.0,0.15,12.583813140641302,394,340,266
recovery_slow,0.05,10.0,0.15,12.598384227151321,393,341,266
recovery_slow,0.05,10.0,0.15,12.61789662894422,392,342,266
recovery_slow,0.05,10.0,0.15,12.622430790972516,392,341,267
recovery_slow,0.05,10.0,0.15,12.63498824152399,391,342,267
recovery_slow,0.05,10.0,0.15,12.643317024851573,390,343,267
recovery_slow,0.05,10.0,0.15,12.64378880785376,390,342,268
recovery_slow,0.05,10.0,0.15,12.655048668399079,389,343,268
recovery_slow,0.05,10.0,0.15,12.66872183911615,388,344,268
recovery_slow,0.05,10.0,0.15,12.687822836182441,388,343,269
recovery_slow,0.05,10.0,0.15,12.691540971600137,388,342,270
recovery_slow,0.05,10.0,0.15,12.708736757148081,387,343,270
recovery_slow,0.05,10.0,0.15,12.70898383840573,386,344,270
recovery_slow,0.05,10.0,0.15,12.719105888291093,385,345,270
recovery_slow,0.05,10.0,0.15,12.72798872168556,384,346,270
recovery_slow,0.05,10.0,0.15,12.732061155645722,383,347,270
recovery_slow,0.05,10.0,0.15,12.73687684948439,383,346,271
recovery_slow,0.05,10.0,0.15,12.738341087721182,382,347,271
recovery_slow,0.05,10.0,0.15,12.74451510326859,382,346,272
recovery_slow,0.05,10.0,0.15,12.748473149216437,381,347,272
recovery_slow,0.05,10.0,0.15,12.781834454877032,381,346,273
recovery_slow,0.05,10.0,0.15,12.787487097820057,380,347,273
recovery_slow,0.05,10.0,0.15,12.78755710449756,379,348,273
recovery_slow,0.05,10.0,0.15,12.791394783026785,378,349,273
recovery_slow,0.05,10.0,0.15,12.793404204912603,377,350,273
recovery_slow,0.05,10.0,0.15,12.799286291737653,377,349,274
recovery_slow,0.05,10.0,0.15,12.812590028186317,377,348,275
recovery_slow,0.05,10.0,0.15,12.817671846279897,376,349,275
recovery_slow,0.05,10.0,0.15,12.846084981215439,376,348,276
recovery_slow,0.05,10.0,0.15,12.848635876260445,375,349,276
recovery_slow,0.05,10.0,0.15,12.853468337185287,375,348,277
recovery_slow,0.05,10.0,0.15,12.855922826050715,375,347,278
recovery_slow,0.05,10.0,0.15,12.861309138782117,374,348,278
recovery_slow,0.05,10.0,0.15,12.8645615573948,373,349,278
recovery_slow,0.05,10.0,0.15,12.894653785249814,372,350,278
recovery_slow,0.05,10.0,0.15,12.924769686057747,372,349,279
recovery_slow,0.05,10.0,0.15,12.926687260643526,371,350,279
recovery_slow,0.05,10.0,0.15,12.927439059729993,371,349,280
recovery_slow,0.05,10.0,0.15,12.937016245362011,371,348,281
recovery_slow,0.05,10.0,0.15,12.958235538129967,370,349,281
recovery_slow,0.05,10.0,0.15,12.965915049768874,370,348,282
recovery_slow,0.05,10.0,0.15,12.976411889061795,370,347,283
recovery_slow,0.05,10.0,0.15,12.99430865826767,370,346,284
recovery_slow,0.05,10.0,0.15,13.00198890862111,370,345,285
recovery_slow,0.05,10.0,0.15,13.002683277016358,369,346,285
recovery_slow,0.05,10.0,0.15,13.012877003270653,368,347,285
recovery_slow,0.05,10.0,0.15,13.025293594116476,368,346,286
recovery_slow,0.05,10.0,0.15,13.030585743513313,368,345,287
recovery_slow,0.05,10.0,0.15,13.034681971170286,367,346,287
recovery_slow,0.05,10.0,0.15,13.037359457640989,367,345,288
recovery_slow,0.05,10.0,0.15,13.050878630920455,366,346,288
recovery_slow,0.05,10.0,0.15,13.062284412705242,366,345,289
recovery_slow,0.05,10.0,0.15,13.065832173645552,366,344,290
recovery_slow,0.05,10.0,0.15,13.083606612635558,365,345,290
recovery_slow,0.05,10.0,0.15,13.107153766279165,365,344,291
recovery_slow,0.05,10.0,0.15,13.115070699626461,365,343,292
recovery_slow,0.05,10.0,0.15,13.129342172408897,365,342,293
recovery_slow,0.05,10.0,0.15,13.141290175090827,364,343,293
recovery_slow,0.05,10.0,0.15,13.151689586708594,363,344,293
recovery_slow,0.05,10.0,0.15,13.158062067001035,362,345,293
recovery_slow,0.05,10.0,0.15,13.168453384317601,361,346,293
recovery_slow,0.05,10.0,0.15,13.170052551707311,361,345,294
recovery_slow,0.05,10.0,0.15,13.173667704190688,360,346,294
recovery_slow,0.05,10.0,0.15,13.175683314184216,359,347,294
recovery_slow,0.05,10.0,0.15,13.185335207998813,358,348,294
recovery_slow,0.05,10.0,0.15,13.261134102205045,357,349,294
recovery_slow,0.05,10.0,0.15,13.264591487592497,357,348,295
recovery_slow,0.05,10.0,0.15,13.264833607098765,356,349,295
recovery_slow,0.05,10.0,0.15,13.279814912892373,355,350,295
recovery_slow,0.05,10.0,0.15,13.28141739606916,354,351,295
recovery_slow,0.05,10.0,0.15,13.284007209540242,353,352,295
recovery_slow,0.05,10.0,0.15,13.28991684689121,353,351,296
recovery_slow,0.05,10.0,0.15,13.29089084592109,353,350,297
recovery_slow,0.05,10.0,0.15,13.296655412934161,353,349,298
recovery_slow,0.05,10.0,0.15,13.302149721551924,353,348,299
recovery_slow,0.05,10.0,0.15,13.32608294674189,353,347,300
recovery_slow,0.05,10.0,0.15,13.329234711659234,352,348,300
recovery_slow,0.05,10.0,0.15,13.330292206565012,351,349,300
recovery_slow,0.05,10.0,0.15,13.336176766254576,350,350,300
recovery_slow,0.05,10.0,0.15,13.360296128832116,349,351,300
recovery_slow,0.05,10.0,0.15,13.377082137361796,348,352,300
recovery_slow,0.05,10.0,0.15,13.377903694069333,347,353,300
recovery_slow,0.05,10.0,0.15,13.392439011219418,347,352,301
recovery_slow,0.05,10.0,0.15,13.395067158761158,347,351,302
recovery_slow,0.05,10.0,0.15,13.401858773118933,346,352,302
recovery_slow,0.05,10.0,0.15,13.438755443832154,345,353,302
recovery_slow,0.05,10.0,0.15,13.440638487621888,344,354,302
recovery_slow,0.05,10.0,0.15,13.44938646207397,343,355,302
